"","x"
"6744","unrelated"
"6745","discuss"
"6746","unrelated"
"6747","agree"
"6748","unrelated"
"6749","unrelated"
"6750","unrelated"
"6751","unrelated"
"6752","unrelated"
"6753","unrelated"
"6754","unrelated"
"6755","unrelated"
"6756","unrelated"
"6757","unrelated"
"6758","unrelated"
"6759","unrelated"
"6760","unrelated"
"6761","unrelated"
"6762","unrelated"
"6763","unrelated"
"6764","unrelated"
"6765","unrelated"
"6766","discuss"
"6767","unrelated"
"6768","unrelated"
"6769","discuss"
"6770","unrelated"
"6771","unrelated"
"6772","unrelated"
"6773","unrelated"
"6774","unrelated"
"6775","unrelated"
"6776","unrelated"
"6777","discuss"
"6778","unrelated"
"6779","discuss"
"6780","unrelated"
"6781","unrelated"
"6782","unrelated"
"6783","unrelated"
"6784","unrelated"
"6785","unrelated"
"6786","unrelated"
"6787","unrelated"
"6788","discuss"
"6789","unrelated"
"6790","unrelated"
"6791","agree"
"6792","unrelated"
"6793","unrelated"
"6794","unrelated"
"6795","discuss"
"6796","unrelated"
"6797","unrelated"
"6798","unrelated"
"6799","unrelated"
"6800","unrelated"
"6801","unrelated"
"6802","unrelated"
"6803","unrelated"
"6804","disagree"
"6805","unrelated"
"6806","unrelated"
"6807","unrelated"
"6808","unrelated"
"6809","agree"
"6810","unrelated"
"6811","unrelated"
"6812","unrelated"
"6813","unrelated"
"6814","unrelated"
"6815","unrelated"
"6816","discuss"
"6817","unrelated"
"6818","unrelated"
"6819","unrelated"
"6820","agree"
"6821","unrelated"
"6822","discuss"
"6823","agree"
"6824","unrelated"
"6825","unrelated"
"6826","agree"
"6827","unrelated"
"6828","unrelated"
"6829","discuss"
"6830","unrelated"
"6831","discuss"
"6832","unrelated"
"6833","discuss"
"6834","agree"
"6835","unrelated"
"6836","unrelated"
"6837","unrelated"
"6838","discuss"
"6839","discuss"
"6840","unrelated"
"6841","agree"
"6842","discuss"
"6843","unrelated"
"6844","unrelated"
"6845","discuss"
"6846","discuss"
"6847","unrelated"
"6848","agree"
"6849","unrelated"
"6850","unrelated"
"6851","unrelated"
"6852","unrelated"
"6853","unrelated"
"6854","unrelated"
"6855","discuss"
"6856","unrelated"
"6857","unrelated"
"6858","unrelated"
"6859","unrelated"
"6860","unrelated"
"6861","unrelated"
"6862","unrelated"
"6863","unrelated"
"6864","discuss"
"6865","unrelated"
"6866","unrelated"
"6867","unrelated"
"6868","unrelated"
"6869","unrelated"
"6870","unrelated"
"6871","unrelated"
"6872","discuss"
"6873","unrelated"
"6874","unrelated"
"6875","agree"
"6876","unrelated"
"6877","discuss"
"6878","discuss"
"6879","unrelated"
"6880","discuss"
"6881","unrelated"
"6882","unrelated"
"6883","unrelated"
"6884","unrelated"
"6885","discuss"
"6886","agree"
"6887","disagree"
"6888","discuss"
"6889","unrelated"
"6890","unrelated"
"6891","unrelated"
"6892","discuss"
"6893","unrelated"
"6894","unrelated"
"6895","discuss"
"6896","unrelated"
"6897","unrelated"
"6898","unrelated"
"6899","discuss"
"6900","unrelated"
"6901","unrelated"
"6902","unrelated"
"6903","unrelated"
"6904","unrelated"
"6905","discuss"
"6906","unrelated"
"6907","discuss"
"6908","unrelated"
"6909","unrelated"
"6910","unrelated"
"6911","unrelated"
"6912","unrelated"
"6913","unrelated"
"6914","unrelated"
"6915","unrelated"
"6916","unrelated"
"6917","unrelated"
"6918","unrelated"
"6919","unrelated"
"6920","unrelated"
"6921","agree"
"6922","unrelated"
"6923","unrelated"
"6924","unrelated"
"6925","unrelated"
"6926","unrelated"
"6927","unrelated"
"6928","unrelated"
"6929","unrelated"
"6930","unrelated"
"6931","unrelated"
"6932","discuss"
"6933","unrelated"
"6934","unrelated"
"6935","discuss"
"6936","discuss"
"6937","unrelated"
"6938","unrelated"
"6939","unrelated"
"6940","unrelated"
"6941","unrelated"
"6942","unrelated"
"6943","discuss"
"6944","unrelated"
"6945","discuss"
"6946","unrelated"
"6947","unrelated"
"6948","unrelated"
"6949","discuss"
"6950","unrelated"
"6951","unrelated"
"6952","agree"
"6953","unrelated"
"6954","unrelated"
"6955","unrelated"
"6956","unrelated"
"6957","unrelated"
"6958","discuss"
"6959","unrelated"
"6960","unrelated"
"6961","unrelated"
"6962","unrelated"
"6963","unrelated"
"6964","discuss"
"6965","discuss"
"6966","discuss"
"6967","unrelated"
"6968","unrelated"
"6969","unrelated"
"6970","disagree"
"6971","unrelated"
"6972","unrelated"
"6973","unrelated"
"6974","discuss"
"6975","discuss"
"6976","unrelated"
"6977","unrelated"
"6978","unrelated"
"6979","unrelated"
"6980","unrelated"
"6981","unrelated"
"6982","discuss"
"6983","unrelated"
"6984","unrelated"
"6985","unrelated"
"6986","unrelated"
"6987","unrelated"
"6988","unrelated"
"6989","unrelated"
"6990","disagree"
"6991","unrelated"
"6992","unrelated"
"6993","unrelated"
"6994","unrelated"
"6995","unrelated"
"6996","unrelated"
"6997","unrelated"
"6998","agree"
"6999","disagree"
"7000","unrelated"
"7001","unrelated"
"7002","unrelated"
"7003","agree"
"7004","unrelated"
"7005","agree"
"7006","disagree"
"7007","unrelated"
"7008","unrelated"
"7009","unrelated"
"7010","unrelated"
"7011","discuss"
"7012","unrelated"
"7013","unrelated"
"7014","discuss"
"7015","unrelated"
"7016","disagree"
"7017","unrelated"
"7018","unrelated"
"7019","unrelated"
"7020","unrelated"
"7021","unrelated"
"7022","discuss"
"7023","agree"
"7024","unrelated"
"7025","unrelated"
"7026","unrelated"
"7027","agree"
"7028","unrelated"
"7029","unrelated"
"7030","discuss"
"7031","discuss"
"7032","unrelated"
"7033","unrelated"
"7034","unrelated"
"7035","unrelated"
"7036","unrelated"
"7037","unrelated"
"7038","discuss"
"7039","unrelated"
"7040","unrelated"
"7041","unrelated"
"7042","unrelated"
"7043","discuss"
"7044","unrelated"
"7045","agree"
"7046","agree"
"7047","unrelated"
"7048","unrelated"
"7049","discuss"
"7050","unrelated"
"7051","unrelated"
"7052","discuss"
"7053","discuss"
"7054","unrelated"
"7055","unrelated"
"7056","unrelated"
"7057","unrelated"
"7058","disagree"
"7059","unrelated"
"7060","unrelated"
"7061","discuss"
"7062","unrelated"
"7063","unrelated"
"7064","unrelated"
"7065","disagree"
"7066","unrelated"
"7067","unrelated"
"7068","unrelated"
"7069","unrelated"
"7070","unrelated"
"7071","unrelated"
"7072","unrelated"
"7073","discuss"
"7074","discuss"
"7075","unrelated"
"7076","unrelated"
"7077","unrelated"
"7078","unrelated"
"7079","discuss"
"7080","unrelated"
"7081","unrelated"
"7082","discuss"
"7083","unrelated"
"7084","discuss"
"7085","unrelated"
"7086","unrelated"
"7087","unrelated"
"7088","unrelated"
"7089","unrelated"
"7090","unrelated"
"7091","unrelated"
"7092","unrelated"
"7093","discuss"
"7094","discuss"
"7095","agree"
"7096","unrelated"
"7097","unrelated"
"7098","unrelated"
"7099","agree"
"7100","unrelated"
"7101","unrelated"
"7102","discuss"
"7103","discuss"
"7104","discuss"
"7105","unrelated"
"7106","discuss"
"7107","discuss"
"7108","unrelated"
"7109","unrelated"
"7110","unrelated"
"7111","unrelated"
"7112","unrelated"
"7113","unrelated"
"7114","unrelated"
"7115","unrelated"
"7116","unrelated"
"7117","discuss"
"7118","agree"
"7119","unrelated"
"7120","unrelated"
"7121","discuss"
"7122","discuss"
"7123","unrelated"
"7124","unrelated"
"7125","unrelated"
"7126","discuss"
"7127","unrelated"
"7128","discuss"
"7129","unrelated"
"7130","unrelated"
"7131","unrelated"
"7132","discuss"
"7133","unrelated"
"7134","unrelated"
"7135","unrelated"
"7136","unrelated"
"7137","discuss"
"7138","discuss"
"7139","unrelated"
"7140","unrelated"
"7141","unrelated"
"7142","unrelated"
"7143","unrelated"
"7144","unrelated"
"7145","unrelated"
"7146","unrelated"
"7147","unrelated"
"7148","unrelated"
"7149","discuss"
"7150","unrelated"
"7151","unrelated"
"7152","discuss"
"7153","discuss"
"7154","discuss"
"7155","unrelated"
"7156","discuss"
"7157","unrelated"
"7158","unrelated"
"7159","unrelated"
"7160","unrelated"
"7161","unrelated"
"7162","discuss"
"7163","agree"
"7164","discuss"
"7165","unrelated"
"7166","unrelated"
"7167","unrelated"
"7168","discuss"
"7169","unrelated"
"7170","unrelated"
"7171","unrelated"
"7172","unrelated"
"7173","unrelated"
"7174","unrelated"
"7175","discuss"
"7176","discuss"
"7177","unrelated"
"7178","agree"
"7179","unrelated"
"7180","unrelated"
"7181","unrelated"
"7182","agree"
"7183","discuss"
"7184","unrelated"
"7185","unrelated"
"7186","unrelated"
"7187","unrelated"
"7188","unrelated"
"7189","unrelated"
"7190","unrelated"
"7191","discuss"
"7192","agree"
"7193","unrelated"
"7194","unrelated"
"7195","unrelated"
"7196","unrelated"
"7197","discuss"
"7198","unrelated"
"7199","unrelated"
"7200","discuss"
"7201","unrelated"
"7202","discuss"
"7203","unrelated"
"7204","unrelated"
"7205","unrelated"
"7206","unrelated"
"7207","unrelated"
"7208","discuss"
"7209","unrelated"
"7210","discuss"
"7211","unrelated"
"7212","unrelated"
"7213","discuss"
"7214","unrelated"
"7215","unrelated"
"7216","discuss"
"7217","unrelated"
"7218","unrelated"
"7219","unrelated"
"7220","unrelated"
"7221","unrelated"
"7222","unrelated"
"7223","agree"
"7224","unrelated"
"7225","unrelated"
"7226","unrelated"
"7227","agree"
"7228","disagree"
"7229","unrelated"
"7230","unrelated"
"7231","unrelated"
"7232","unrelated"
"7233","unrelated"
"7234","unrelated"
"7235","agree"
"7236","unrelated"
"7237","unrelated"
"7238","discuss"
"7239","unrelated"
"7240","unrelated"
"7241","unrelated"
"7242","unrelated"
"7243","discuss"
"7244","unrelated"
"7245","discuss"
"7246","unrelated"
"7247","agree"
"7248","unrelated"
"7249","unrelated"
"7250","unrelated"
"7251","unrelated"
"7252","unrelated"
"7253","unrelated"
"7254","unrelated"
"7255","unrelated"
"7256","unrelated"
"7257","unrelated"
"7258","unrelated"
"7259","discuss"
"7260","discuss"
"7261","unrelated"
"7262","unrelated"
"7263","unrelated"
"7264","unrelated"
"7265","unrelated"
"7266","unrelated"
"7267","unrelated"
"7268","discuss"
"7269","disagree"
"7270","unrelated"
"7271","agree"
"7272","unrelated"
"7273","unrelated"
"7274","unrelated"
"7275","discuss"
"7276","unrelated"
"7277","unrelated"
"7278","agree"
"7279","discuss"
"7280","unrelated"
"7281","unrelated"
"7282","unrelated"
"7283","discuss"
"7284","unrelated"
"7285","unrelated"
"7286","unrelated"
"7287","unrelated"
"7288","unrelated"
"7289","unrelated"
"7290","agree"
"7291","unrelated"
"7292","unrelated"
"7293","unrelated"
"7294","unrelated"
"7295","unrelated"
"7296","unrelated"
"7297","unrelated"
"7298","disagree"
"7299","unrelated"
"7300","unrelated"
"7301","unrelated"
"7302","unrelated"
"7303","unrelated"
"7304","discuss"
"7305","unrelated"
"7306","unrelated"
"7307","unrelated"
"7308","unrelated"
"7309","unrelated"
"7310","disagree"
"7311","unrelated"
"7312","unrelated"
"7313","discuss"
"7314","unrelated"
"7315","unrelated"
"7316","discuss"
"7317","unrelated"
"7318","unrelated"
"7319","unrelated"
"7320","discuss"
"7321","discuss"
"7322","unrelated"
"7323","unrelated"
"7324","unrelated"
"7325","unrelated"
"7326","unrelated"
"7327","unrelated"
"7328","unrelated"
"7329","discuss"
"7330","discuss"
"7331","discuss"
"7332","unrelated"
"7333","unrelated"
"7334","unrelated"
"7335","unrelated"
"7336","unrelated"
"7337","unrelated"
"7338","unrelated"
"7339","discuss"
"7340","unrelated"
"7341","unrelated"
"7342","unrelated"
"7343","unrelated"
"7344","discuss"
"7345","discuss"
"7346","discuss"
"7347","unrelated"
"7348","agree"
"7349","unrelated"
"7350","unrelated"
"7351","unrelated"
"7352","unrelated"
"7353","unrelated"
"7354","unrelated"
"7355","unrelated"
"7356","discuss"
"7357","unrelated"
"7358","unrelated"
"7359","unrelated"
"7360","unrelated"
"7361","unrelated"
"7362","unrelated"
"7363","unrelated"
"7364","unrelated"
"7365","unrelated"
"7366","disagree"
"7367","unrelated"
"7368","agree"
"7369","discuss"
"7370","discuss"
"7371","unrelated"
"7372","discuss"
"7373","unrelated"
"7374","unrelated"
"7375","unrelated"
"7376","unrelated"
"7377","unrelated"
"7378","discuss"
"7379","unrelated"
"7380","unrelated"
"7381","unrelated"
"7382","unrelated"
"7383","unrelated"
"7384","unrelated"
"7385","unrelated"
"7386","unrelated"
"7387","disagree"
"7388","unrelated"
"7389","unrelated"
"7390","unrelated"
"7391","unrelated"
"7392","unrelated"
"7393","discuss"
"7394","unrelated"
"7395","unrelated"
"7396","unrelated"
"7397","unrelated"
"7398","disagree"
"7399","discuss"
"7400","discuss"
"7401","unrelated"
"7402","unrelated"
"7403","unrelated"
"7404","unrelated"
"7405","agree"
"7406","unrelated"
"7407","discuss"
"7408","unrelated"
"7409","unrelated"
"7410","unrelated"
"7411","discuss"
"7412","unrelated"
"7413","discuss"
"7414","unrelated"
"7415","unrelated"
"7416","unrelated"
"7417","unrelated"
"7418","unrelated"
"7419","unrelated"
"7420","unrelated"
"7421","unrelated"
"7422","discuss"
"7423","unrelated"
"7424","unrelated"
"7425","unrelated"
"7426","unrelated"
"7427","unrelated"
"7428","unrelated"
"7429","unrelated"
"7430","agree"
"7431","unrelated"
"7432","unrelated"
"7433","unrelated"
"7434","unrelated"
"7435","discuss"
"7436","unrelated"
"7437","unrelated"
"7438","unrelated"
"7439","unrelated"
"7440","unrelated"
"7441","discuss"
"7442","discuss"
"7443","unrelated"
"7444","unrelated"
"7445","discuss"
"7446","unrelated"
"7447","unrelated"
"7448","discuss"
"7449","unrelated"
"7450","unrelated"
"7451","unrelated"
"7452","unrelated"
"7453","unrelated"
"7454","unrelated"
"7455","discuss"
"7456","discuss"
"7457","unrelated"
"7458","unrelated"
"7459","unrelated"
"7460","disagree"
"7461","unrelated"
"7462","unrelated"
"7463","unrelated"
"7464","unrelated"
"7465","unrelated"
"7466","unrelated"
"7467","unrelated"
"7468","unrelated"
"7469","discuss"
"7470","unrelated"
"7471","unrelated"
"7472","discuss"
"7473","discuss"
"7474","agree"
"7475","unrelated"
"7476","unrelated"
"7477","discuss"
"7478","unrelated"
"7479","unrelated"
"7480","unrelated"
"7481","unrelated"
"7482","unrelated"
"7483","unrelated"
"7484","discuss"
"7485","discuss"
"7486","unrelated"
"7487","agree"
"7488","disagree"
"7489","unrelated"
"7490","unrelated"
"7491","unrelated"
"7492","unrelated"
"7493","unrelated"
"7494","discuss"
"7495","unrelated"
"7496","unrelated"
"7497","discuss"
"7498","unrelated"
"7499","unrelated"
"7500","unrelated"
"7501","unrelated"
"7502","unrelated"
"7503","unrelated"
"7504","unrelated"
"7505","unrelated"
"7506","unrelated"
"7507","unrelated"
"7508","unrelated"
"7509","unrelated"
"7510","discuss"
"7511","discuss"
"7512","unrelated"
"7513","unrelated"
"7514","agree"
"7515","unrelated"
"7516","unrelated"
"7517","unrelated"
"7518","disagree"
"7519","unrelated"
"7520","unrelated"
"7521","unrelated"
"7522","discuss"
"7523","agree"
"7524","unrelated"
"7525","unrelated"
"7526","unrelated"
"7527","unrelated"
"7528","unrelated"
"7529","unrelated"
"7530","unrelated"
"7531","unrelated"
"7532","discuss"
"7533","unrelated"
"7534","agree"
"7535","unrelated"
"7536","unrelated"
"7537","unrelated"
"7538","unrelated"
"7539","unrelated"
"7540","discuss"
"7541","unrelated"
"7542","unrelated"
"7543","discuss"
"7544","unrelated"
"7545","discuss"
"7546","agree"
"7547","unrelated"
"7548","unrelated"
"7549","discuss"
"7550","discuss"
"7551","disagree"
"7552","unrelated"
"7553","discuss"
"7554","unrelated"
"7555","discuss"
"7556","agree"
"7557","unrelated"
"7558","unrelated"
"7559","disagree"
"7560","unrelated"
"7561","discuss"
"7562","unrelated"
"7563","unrelated"
"7564","unrelated"
"7565","unrelated"
"7566","unrelated"
"7567","unrelated"
"7568","unrelated"
"7569","disagree"
"7570","discuss"
"7571","unrelated"
"7572","unrelated"
"7573","unrelated"
"7574","unrelated"
"7575","unrelated"
"7576","unrelated"
"7577","unrelated"
"7578","discuss"
"7579","unrelated"
"7580","unrelated"
"7581","discuss"
"7582","unrelated"
"7583","disagree"
"7584","unrelated"
"7585","unrelated"
"7586","unrelated"
"7587","discuss"
"7588","unrelated"
"7589","unrelated"
"7590","agree"
"7591","unrelated"
"7592","discuss"
"7593","discuss"
"7594","disagree"
"7595","discuss"
"7596","unrelated"
"7597","unrelated"
"7598","unrelated"
"7599","discuss"
"7600","unrelated"
"7601","unrelated"
"7602","discuss"
"7603","discuss"
"7604","unrelated"
"7605","unrelated"
"7606","unrelated"
"7607","unrelated"
"7608","discuss"
"7609","unrelated"
"7610","agree"
"7611","unrelated"
"7612","discuss"
"7613","disagree"
"7614","unrelated"
"7615","disagree"
"7616","agree"
"7617","unrelated"
"7618","unrelated"
"7619","agree"
"7620","unrelated"
